transaction_date,ticker,type,amount,state,industry,party,name
4/12/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/11/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/11/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/10/2019,MRK,Sale (Partial),"$50,000 ",GA,Major Pharmaceuticals,Republican,David Perdue
4/10/2019,DIS,Sale (Partial),"$15,000 ",GA,Services-Misc. Amusement & Recreation,Republican,David Perdue
4/10/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/10/2019,EMR,Sale (Partial),"$50,000 ",GA,Consumer Electronics/Appliances,Republican,David Perdue
4/9/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/9/2019,FDX,Purchase,"$15,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
4/8/2019,AAPL,Sale (Partial),"$50,000 ",GA,Computer Manufacturing,Republican,David Perdue
4/8/2019,FDX,Purchase,"$15,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
4/8/2019,AAPL,Sale (Partial),"$50,000 ",GA,Computer Manufacturing,Republican,David Perdue
4/8/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/8/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/8/2019,LYV,Sale (Partial),"$15,000 ",GA,Services-Misc. Amusement & Recreation,Republican,David Perdue
4/5/2019,NVS,Sale (Partial),"$15,000 ",LA,Major Pharmaceuticals,Republican,Bill Cassidy
4/26/2019,TEL,Sale (Full),"$100,000 ",OK,Electronic Components,Republican,James M. Inhofe
4/26/2019,LH,Sale (Full),"$100,000 ",OK,Medical Specialities,Republican,James M. Inhofe
4/16/2019,CLR,Sale (Full),"$50,000 ",OK,,Republican,James M. Inhofe
5/2/2019,N/A,N/A,,,,,Richard Burr
4/17/2019,QCOM,Sale (Full),"$15,000 ",DE,Radio And Television Broadcasting And Communications Equipment,Democrat,Thomas R. Carper
4/17/2019,SWKS,Purchase,"$15,000 ",DE,Semiconductors,Democrat,Thomas R. Carper
4/29/2019,N/A,N/A,,,,,Richard Blumenthal
4/29/2019,N/A,N/A,,,,,Dianne Feinstein
4/25/2019,KDP,Purchase,"$50,000 ",ND,Beverages (Production/Distribution),Republican,John Hoeven
4/25/2019,N/A,N/A,,,,,Gary C. Peters
4/9/2019,ABT,Sale (Full),"$500,000 ",MN,Major Pharmaceuticals,Democrat,Tina Smith
4/23/2019,N/A,N/A,,,,,John Boozman
4/10/2018,CBS,Sale (Full),"$15,000 ",NM,,Democrat,Tom Udall
3/11/2019,V,Sale (Full),"$15,000 ",WV,Business Services,Republican,Shelley Moore Capito
3/11/2019,TSM,Sale (Full),"$15,000 ",WV,Semiconductors,Republican,Shelley Moore Capito
3/11/2019,SFTBY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,SRE,Sale (Full),"$15,000 ",WV,Natural Gas Distribution,Republican,Shelley Moore Capito
3/11/2019,RDS-B,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,SLB,Sale (Full),"$15,000 ",WV,Oilfield Services/Equipment,Republican,Shelley Moore Capito
3/11/2019,RBGLY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,PM,Sale (Full),"$15,000 ",WV,Farming/Seeds/Milling,Republican,Shelley Moore Capito
3/11/2019,PDRDY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,AVGO,Sale (Full),"$15,000 ",WV,Semiconductors,Republican,Shelley Moore Capito
3/11/2019,LRLCY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,NVO,Sale (Full),"$15,000 ",WV,Major Pharmaceuticals,Republican,Shelley Moore Capito
3/11/2019,MRAAY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,NSRGY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,NPSNY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,JPM,Sale (Full),"$15,000 ",WV,Major Banks,Republican,Shelley Moore Capito
3/11/2019,MCO,Sale (Full),"$15,000 ",WV,Finance: Consumer Services,Republican,Shelley Moore Capito
3/11/2019,MDLZ,Sale (Full),"$15,000 ",WV,Packaged Foods,Republican,Shelley Moore Capito
3/11/2019,MSFT,Sale (Full),"$15,000 ",WV,Computer Software: Prepackaged Software,Republican,Shelley Moore Capito
3/11/2019,LVS,Sale (Full),"$15,000 ",WV,Hotels/Resorts,Republican,Shelley Moore Capito
3/11/2019,KYCCF,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,ICE,Sale (Full),"$15,000 ",WV,Investment Bankers/Brokers/Service,Republican,Shelley Moore Capito
3/11/2019,INTC,Sale (Full),"$15,000 ",WV,Semiconductors,Republican,Shelley Moore Capito
3/11/2019,SAFRY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,HLT,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,GDDY,Sale (Full),"$15,000 ",WV,EDP Services,Republican,Shelley Moore Capito
3/11/2019,GILD,Sale (Full),"$15,000 ",WV,Biotechnology: Biological Products (No Diagnostic Substances),Republican,Shelley Moore Capito
3/11/2019,ESLOY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,ENB,Sale (Full),"$15,000 ",WV,Natural Gas Distribution,Republican,Shelley Moore Capito
3/11/2019,DEO,Sale (Full),"$15,000 ",WV,Beverages (Production/Distribution),Republican,Shelley Moore Capito
3/11/2019,DE,Sale (Full),"$15,000 ",WV,Industrial Machinery/Components,Republican,Shelley Moore Capito
3/11/2019,DHR,Sale (Full),"$15,000 ",WV,Industrial Machinery/Components,Republican,Shelley Moore Capito
3/11/2019,CCI,Sale (Full),"$15,000 ",WV,Real Estate Investment Trusts,Republican,Shelley Moore Capito
3/11/2019,CVX,Sale (Full),"$15,000 ",WV,Integrated oil Companies,Republican,Shelley Moore Capito
3/11/2019,CABGY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,CSX,Sale (Full),"$15,000 ",WV,Railroads,Republican,Shelley Moore Capito
3/11/2019,CME,Sale (Full),"$15,000 ",WV,Investment Bankers/Brokers/Service,Republican,Shelley Moore Capito
3/11/2019,BK,Sale (Full),"$15,000 ",WV,Major Banks,Republican,Shelley Moore Capito
3/11/2019,ASML,Sale (Full),"$15,000 ",WV,Industrial Machinery/Components,Republican,Shelley Moore Capito
3/11/2019,AZN,Sale (Full),"$15,000 ",WV,Major Pharmaceuticals,Republican,Shelley Moore Capito
3/11/2019,AHKSY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,AAPL,Sale (Full),"$15,000 ",WV,Computer Manufacturing,Republican,Shelley Moore Capito
3/11/2019,AMT,Sale (Full),"$15,000 ",WV,Real Estate Investment Trusts,Republican,Shelley Moore Capito
3/11/2019,AMZN,Sale (Full),"$15,000 ",WV,Catalog/Specialty Distribution,Republican,Shelley Moore Capito
3/11/2019,GOOG,Sale (Full),"$15,000 ",WV,"Computer Software: Programming, Data Processing",Republican,Shelley Moore Capito
3/11/2019,EADSY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/11/2019,ATVI,Sale (Full),"$15,000 ",WV,Computer Software: Prepackaged Software,Republican,Shelley Moore Capito
3/11/2019,AAGIY,Sale (Full),"$15,000 ",WV,,Republican,Shelley Moore Capito
3/4/2019,KO,Purchase,"$15,000 ",WV,Beverages (Production/Distribution),Republican,Shelley Moore Capito
4/17/2019,N/A,N/A,,,,,Rick Scott
3/15/2019,BA,Sale (Full),"$15,000 ",RI,Aerospace,Democrat,Sheldon Whitehouse
3/22/2019,BIIB,Sale (Full),"$15,000 ",RI,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Sheldon Whitehouse
3/15/2019,BA,Sale (Full),"$50,000 ",RI,Aerospace,Democrat,Sheldon Whitehouse
4/12/2019,N/A,N/A,,,,,John Hoeven
4/10/2019,N/A,N/A,,,,,Richard Burr
4/9/2019,N/A,N/A,,,,,Thomas R. Carper
3/8/2019,XSLV,Purchase,"$100,000 ",ND,,Republican,John Hoeven
3/22/2019,PRNHX,Purchase,"$100,000 ",ND,,Republican,John Hoeven
3/22/2019,FLMVX,Purchase,"$100,000 ",ND,,Republican,John Hoeven
3/22/2019,FCNTX,Purchase,"$100,000 ",ND,,Republican,John Hoeven
3/22/2019,TGT,Purchase,"$100,000 ",ND,Department/Specialty Retail Stores,Republican,John Hoeven
3/22/2019,MET,Purchase,"$100,000 ",ND,Life Insurance,Republican,John Hoeven
3/22/2019,IVZ,Purchase,"$100,000 ",ND,Investment Managers,Republican,John Hoeven
3/22/2019,KDP,Purchase,"$100,000 ",ND,Beverages (Production/Distribution),Republican,John Hoeven
3/22/2019,CCI,Purchase,"$100,000 ",ND,Real Estate Investment Trusts,Republican,John Hoeven
3/20/2019,DIS,Exchange,"$50,000 ",GA,Services-Misc. Amusement & Recreation,Republican,David Perdue
3/20/2019,DIS,Exchange,"$50,000 ",GA,Services-Misc. Amusement & Recreation,Republican,David Perdue
4/5/2019,FDX,Purchase,"$15,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
4/5/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/3/2019,LYV,Sale (Partial),"$15,000 ",GA,Services-Misc. Amusement & Recreation,Republican,David Perdue
4/3/2019,MOS,Purchase,"$15,000 ",GA,Agricultural Chemicals,Republican,David Perdue
4/3/2019,FDX,Purchase,"$15,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
4/2/2019,FDX,Purchase,"$50,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
4/2/2019,LYV,Sale (Partial),"$15,000 ",GA,Services-Misc. Amusement & Recreation,Republican,David Perdue
4/2/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
3/13/2019,AM,Exchange,"$50,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/29/2019,FDX,Purchase,"$15,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
3/29/2019,FDX,Purchase,"$15,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
3/28/2019,MOS,Purchase,"$15,000 ",GA,Agricultural Chemicals,Republican,David Perdue
3/28/2019,FDX,Purchase,"$50,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
3/28/2019,FDX,Purchase,"$15,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
3/28/2019,MOS,Purchase,"$15,000 ",GA,Agricultural Chemicals,Republican,David Perdue
3/28/2019,KMI,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/28/2019,FDX,Purchase,"$50,000 ",GA,Air Freight/Delivery Services,Republican,David Perdue
3/26/2019,BKNG,Purchase,"$50,000 ",GA,Transportation Services,Republican,David Perdue
3/25/2019,MSFT,Sale (Partial),"$15,000 ",GA,Computer Software: Prepackaged Software,Republican,David Perdue
3/25/2019,CSCO,Sale (Partial),"$15,000 ",GA,Computer Communications Equipment,Republican,David Perdue
3/25/2019,ORCL,Sale (Partial),"$15,000 ",GA,Computer Software: Prepackaged Software,Republican,David Perdue
3/25/2019,GOOG,Purchase,"$50,000 ",GA,"Computer Software: Programming, Data Processing",Republican,David Perdue
3/21/2019,IBM,Sale (Full),"$50,000 ",GA,Computer Manufacturing,Republican,David Perdue
3/19/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
3/19/2019,ET,Purchase,"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/19/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
3/19/2019,MPLX,Purchase,"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/18/2019,TRGP,Purchase,"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/18/2019,WES,Purchase,"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/13/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
3/8/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
3/7/2019,TRP,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/7/2019,FDC,Sale (Partial),"$50,000 ",GA,,Republican,David Perdue
3/7/2019,TRP,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/6/2019,TRP,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/1/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
4/9/2019,N/A,N/A,,,,,Mike Rounds
4/8/2019,N/A,N/A,,,,,Richard Blumenthal
3/19/2019,RPM,Sale (Partial),"$100,000 ",AK,Paints/Coatings,Republican,Dan Sullivan
4/4/2019,N/A,N/A,,,,,Richard Burr
4/2/2019,N/A,N/A,,,,,Michael F. Bennet
4/2/2019,N/A,N/A,,,,,Thomas R. Carper
2/1/2019,ANCX,Exchange,"$15,000 ",WV,,Republican,Shelley Moore Capito
3/1/2019,DHR,Sale (Full),"$50,000 ",OK,Industrial Machinery/Components,Republican,James M. Inhofe
3/25/2019,N/A,N/A,,,,,Dianne Feinstein
2/27/2019,NFLX,Sale (Partial),"$15,000 ",RI,Consumer Electronics/Video Chains,Democrat,Sheldon Whitehouse
2/27/2019,T,Purchase,"$15,000 ",RI,Telecommunications Equipment,Democrat,Sheldon Whitehouse
2/27/2019,FB,Sale (Full),"$50,000 ",RI,"Computer Software: Programming, Data Processing",Democrat,Sheldon Whitehouse
2/27/2019,NSRGY,Sale (Partial),"$50,000 ",RI,,Democrat,Sheldon Whitehouse
2/27/2019,PEP,Purchase,"$15,000 ",RI,Beverages (Production/Distribution),Democrat,Sheldon Whitehouse
2/27/2019,PG,Purchase,"$15,000 ",RI,Package Goods/Cosmetics,Democrat,Sheldon Whitehouse
2/12/2019,HAS,Sale (Partial),"$50,000 ",RI,Recreational Products/Toys,Democrat,Sheldon Whitehouse
3/8/2019,XSLV,Purchase,"$100,000 ",ND,,Republican,John Hoeven
3/19/2019,N/A,N/A,,,,,Richard Blumenthal
2/28/2019,XLNX,Sale (Full),"$50,000 ",RI,Semiconductors,Democrat,Jack Reed
2/28/2019,TMO,Sale (Full),"$15,000 ",RI,Industrial Machinery/Components,Democrat,Jack Reed
2/28/2019,SYK,Sale (Full),"$50,000 ",RI,Medical/Dental Instruments,Democrat,Jack Reed
2/28/2019,SLB,Sale (Full),"$15,000 ",RI,Oilfield Services/Equipment,Democrat,Jack Reed
2/28/2019,QCOM,Sale (Full),"$50,000 ",RI,Radio And Television Broadcasting And Communications Equipment,Democrat,Jack Reed
2/28/2019,PEP,Sale (Full),"$15,000 ",RI,Beverages (Production/Distribution),Democrat,Jack Reed
2/28/2019,MSFT,Sale (Full),"$15,000 ",RI,Computer Software: Prepackaged Software,Democrat,Jack Reed
2/28/2019,ISRG,Sale (Full),"$15,000 ",RI,Industrial Specialties,Democrat,Jack Reed
2/28/2019,INTC,Sale (Full),"$15,000 ",RI,Semiconductors,Democrat,Jack Reed
2/28/2019,IQV,Sale (Full),"$15,000 ",RI,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Jack Reed
2/28/2019,HOLX,Sale (Full),"$15,000 ",RI,Medical Electronics,Democrat,Jack Reed
2/28/2019,FDX,Sale (Full),"$15,000 ",RI,Air Freight/Delivery Services,Democrat,Jack Reed
2/28/2019,DHR,Sale (Full),"$15,000 ",RI,Industrial Machinery/Components,Democrat,Jack Reed
2/28/2019,COST,Sale (Full),"$15,000 ",RI,Department/Specialty Retail Stores,Democrat,Jack Reed
2/28/2019,CELG,Sale (Full),"$15,000 ",RI,,Democrat,Jack Reed
2/28/2019,CVS,Sale (Full),"$15,000 ",RI,Medical/Nursing Services,Democrat,Jack Reed
2/28/2019,AAPL,Sale (Full),"$50,000 ",RI,Computer Manufacturing,Democrat,Jack Reed
2/28/2019,ADI,Sale (Full),"$15,000 ",RI,Semiconductors,Democrat,Jack Reed
2/28/2019,XLNX,Sale (Full),"$15,000 ",RI,Semiconductors,Democrat,Jack Reed
2/28/2019,TMO,Sale (Full),"$15,000 ",RI,Industrial Machinery/Components,Democrat,Jack Reed
2/28/2019,SYK,Sale (Full),"$15,000 ",RI,Medical/Dental Instruments,Democrat,Jack Reed
2/28/2019,IQV,Sale (Full),"$15,000 ",RI,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Jack Reed
2/28/2019,FDX,Sale (Full),"$15,000 ",RI,Air Freight/Delivery Services,Democrat,Jack Reed
2/28/2019,AAPL,Sale (Full),"$15,000 ",RI,Computer Manufacturing,Democrat,Jack Reed
2/28/2019,ADI,Sale (Full),"$15,000 ",RI,Semiconductors,Democrat,Jack Reed
3/15/2019,N/A,N/A,,,,,Gary C. Peters
3/15/2019,N/A,N/A,,,,,Rick Scott
2/20/2019,ZAYO,Sale (Full),"$500,000 ",VA,,Democrat,Mark R. Warner
2/19/2019,ZAYO,Sale (Partial),"$1,000,000 ",VA,,Democrat,Mark R. Warner
2/19/2019,CHTR,Sale (Full),"$5,000,000 ",VA,Television Services,Democrat,Mark R. Warner
2/27/2019,LYB,Purchase,"$100,000 ",ND,Major Chemicals,Republican,John Hoeven
3/6/2019,N/A,N/A,,,,,John Boozman
3/5/2019,WFC,Purchase,"$15,000 ",KY,Major Banks,Republican,Mitch Mcconnell
2/27/2019,WGP,Exchange,"$50,000 ",GA,,Republican,David Perdue
2/13/2019,BOIVF,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/27/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
2/27/2019,BWXT,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
2/27/2019,TRGP,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
2/27/2019,LNG,Purchase,"$15,000 ",GA,Oil/Gas Transmission,Republican,David Perdue
2/26/2019,BWXT,Sale (Partial),"$50,000 ",GA,,Republican,David Perdue
2/25/2019,UHAL,Sale (Partial),"$15,000 ",GA,Rental/Leasing Companies,Republican,David Perdue
2/25/2019,PEP,Sale (Partial),"$50,000 ",GA,Beverages (Production/Distribution),Republican,David Perdue
2/25/2019,AVP,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
2/25/2019,STT,Sale (Partial),"$15,000 ",GA,Major Banks,Republican,David Perdue
2/25/2019,PG,Sale (Partial),"$50,000 ",GA,Package Goods/Cosmetics,Republican,David Perdue
2/25/2019,FOX,Sale (Partial),"$15,000 ",GA,Broadcasting,Republican,David Perdue
2/25/2019,KO,Purchase,"$15,000 ",GA,Beverages (Production/Distribution),Republican,David Perdue
2/25/2019,UN,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/25/2019,CSCO,Sale (Partial),"$50,000 ",GA,Computer Communications Equipment,Republican,David Perdue
2/25/2019,SYY,Sale (Partial),"$15,000 ",GA,Food Distributors,Republican,David Perdue
2/25/2019,FOXA,Sale (Partial),"$15,000 ",GA,Broadcasting,Republican,David Perdue
2/25/2019,ORCL,Sale (Partial),"$15,000 ",GA,Computer Software: Prepackaged Software,Republican,David Perdue
2/25/2019,MSFT,Sale (Partial),"$50,000 ",GA,Computer Software: Prepackaged Software,Republican,David Perdue
2/25/2019,COP,Sale (Partial),"$15,000 ",GA,Integrated oil Companies,Republican,David Perdue
2/25/2019,ANTM,Sale (Partial),"$15,000 ",GA,Medical Specialities,Republican,David Perdue
2/25/2019,ACA,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
2/25/2019,INFY,Sale (Partial),"$15,000 ",GA,EDP Services,Republican,David Perdue
2/25/2019,MU,Sale (Partial),"$15,000 ",GA,Semiconductors,Republican,David Perdue
2/25/2019,CLX,Sale (Partial),"$15,000 ",GA,Specialty Chemicals,Republican,David Perdue
2/25/2019,BRK-B,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
2/25/2019,WFC,Purchase,"$15,000 ",GA,Major Banks,Republican,David Perdue
2/19/2019,TRGP,Sale (Partial),"$50,000 ",GA,Natural Gas Distribution,Republican,David Perdue
2/19/2019,GLW,Sale (Partial),"$15,000 ",GA,Telecommunications Equipment,Republican,David Perdue
2/19/2019,MRK,Sale (Partial),"$50,000 ",GA,Major Pharmaceuticals,Republican,David Perdue
2/19/2019,MOS,Sale (Partial),"$50,000 ",GA,Agricultural Chemicals,Republican,David Perdue
2/19/2019,HBI,Sale (Partial),"$50,000 ",GA,Clothing/Shoe/Accessory Stores,Republican,David Perdue
2/19/2019,ENTG,Sale (Partial),"$15,000 ",GA,Plastic Products,Republican,David Perdue
2/19/2019,GM,Sale (Partial),"$50,000 ",GA,Auto Manufacturing,Republican,David Perdue
2/12/2019,PG,Sale (Partial),"$50,000 ",GA,Package Goods/Cosmetics,Republican,David Perdue
2/11/2019,WPX,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/8/2019,BOIVF,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/8/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
2/8/2019,LGF-B,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/7/2019,OKE,Sale (Partial),"$15,000 ",GA,Oil & Gas Production,Republican,David Perdue
2/7/2019,PAGP,Purchase,"$15,000 ",GA,Oil & Gas Production,Republican,David Perdue
2/7/2019,FDC,Sale (Partial),"$15,000 ",GA,,Republican,David Perdue
2/7/2019,FEYE,Purchase,"$15,000 ",GA,Computer peripheral equipment,Republican,David Perdue
2/7/2019,FEYE,Purchase,"$15,000 ",GA,Computer peripheral equipment,Republican,David Perdue
2/7/2019,BOIVF,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/7/2019,PAGP,Purchase,"$15,000 ",GA,Oil & Gas Production,Republican,David Perdue
2/7/2019,AM,Sale (Partial),"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
2/6/2019,WPX,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/6/2019,T,Purchase,"$15,000 ",GA,Telecommunications Equipment,Republican,David Perdue
2/5/2019,T,Purchase,"$50,000 ",GA,Telecommunications Equipment,Republican,David Perdue
2/5/2019,FDC,Sale (Partial),"$50,000 ",GA,,Republican,David Perdue
2/5/2019,T,Purchase,"$15,000 ",GA,Telecommunications Equipment,Republican,David Perdue
2/5/2019,WPX,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/5/2019,WPX,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/4/2019,MPLX,Purchase,"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
2/1/2019,FDC,Sale (Partial),"$50,000 ",GA,,Republican,David Perdue
2/1/2019,WPX,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/1/2019,BOIVF,Purchase,"$15,000 ",GA,,Republican,David Perdue
2/1/2019,T,Purchase,"$50,000 ",GA,Telecommunications Equipment,Republican,David Perdue
2/1/2019,ET,Purchase,"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
3/4/2019,N/A,N/A,,,,,Thomas R. Carper
2/4/2019,XLNX,Sale (Partial),"$15,000 ",RI,Semiconductors,Democrat,Jack Reed
2/4/2019,VRTX,Sale (Full),"$15,000 ",RI,Major Pharmaceuticals,Democrat,Jack Reed
2/4/2019,SYK,Sale (Partial),"$15,000 ",RI,Medical/Dental Instruments,Democrat,Jack Reed
2/4/2019,QCOM,Sale (Full),"$15,000 ",RI,Radio And Television Broadcasting And Communications Equipment,Democrat,Jack Reed
2/4/2019,ISRG,Sale (Full),"$15,000 ",RI,Industrial Specialties,Democrat,Jack Reed
2/4/2019,INTC,Sale (Full),"$15,000 ",RI,Semiconductors,Democrat,Jack Reed
2/4/2019,ITW,Sale (Full),"$15,000 ",RI,Industrial Machinery/Components,Democrat,Jack Reed
2/4/2019,IQV,Sale (Partial),"$15,000 ",RI,Biotechnology: Commercial Physical & Biological Resarch,Democrat,Jack Reed
2/4/2019,HON,Sale (Full),"$15,000 ",RI,Aerospace,Democrat,Jack Reed
2/4/2019,FDX,Sale (Partial),"$15,000 ",RI,Air Freight/Delivery Services,Democrat,Jack Reed
2/4/2019,DHR,Sale (Full),"$15,000 ",RI,Industrial Machinery/Components,Democrat,Jack Reed
2/4/2019,COST,Sale (Full),"$15,000 ",RI,Department/Specialty Retail Stores,Democrat,Jack Reed
2/4/2019,CSCO,Sale (Full),"$15,000 ",RI,Computer Communications Equipment,Democrat,Jack Reed
2/4/2019,CVS,Sale (Full),"$15,000 ",RI,Medical/Nursing Services,Democrat,Jack Reed
2/4/2019,AAPL,Sale (Partial),"$15,000 ",RI,Computer Manufacturing,Democrat,Jack Reed
2/4/2019,AMGN,Sale (Full),"$15,000 ",RI,Biotechnology: Biological Products (No Diagnostic Substances),Democrat,Jack Reed
12/20/2018,CVS,Sale (Partial),"$15,000 ",NC,Medical/Nursing Services,Republican,Thom Tillis
1/31/2019,AMZN,Purchase,"$15,000 ",ME,Catalog/Specialty Distribution,Independent,"Angus S. King, Jr."
1/10/2019,UTX,Sale (Full),"$15,000 ",ME,,Independent,"Angus S. King, Jr."
1/10/2019,MKC,Sale (Partial),"$15,000 ",ME,Packaged Foods,Independent,"Angus S. King, Jr."
1/10/2019,AXP,Sale (Partial),"$15,000 ",ME,Finance: Consumer Services,Independent,"Angus S. King, Jr."
2/4/2019,EDIT,Sale (Full),"$50,000 ",OK,Biotechnology: Biological Products (No Diagnostic Substances),Republican,James M. Inhofe
1/29/2019,MSFT,Sale (Full),"$50,000 ",OK,Computer Software: Prepackaged Software,Republican,James M. Inhofe
1/25/2019,PPG,Sale (Full),"$15,000 ",LA,Paints/Coatings,Republican,Bill Cassidy
1/25/2019,NVS,Purchase,"$15,000 ",LA,Major Pharmaceuticals,Republican,Bill Cassidy
1/25/2019,MDT,Purchase,"$15,000 ",LA,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Republican,Bill Cassidy
1/25/2019,XOM,Purchase,"$15,000 ",LA,Integrated oil Companies,Republican,Bill Cassidy
1/25/2019,DWDP,Purchase,"$15,000 ",LA,,Republican,Bill Cassidy
1/25/2019,DIS,Purchase,"$15,000 ",LA,Services-Misc. Amusement & Recreation,Republican,Bill Cassidy
1/25/2019,CMCSA,Purchase,"$15,000 ",LA,Television Services,Republican,Bill Cassidy
1/25/2019,CSCO,Purchase,"$15,000 ",LA,Computer Communications Equipment,Republican,Bill Cassidy
1/25/2019,CVS,Purchase,"$15,000 ",LA,Medical/Nursing Services,Republican,Bill Cassidy
1/25/2019,AAPL,Purchase,"$15,000 ",LA,Computer Manufacturing,Republican,Bill Cassidy
2/21/2019,N/A,N/A,,,,,Rick Scott
1/28/2019,AX,Sale (Full),"$250,000 ",PA,Savings Institutions,Republican,Patrick J. Toomey
1/31/2019,TNTOF,Purchase,"$50,000 ",PA,,Republican,Patrick J. Toomey
2/19/2019,N/A,N/A,,,,,Richard Blumenthal
2/19/2019,N/A,N/A,,,,,Gary C. Peters
2/14/2019,N/A,N/A,,,,,Dianne Feinstein
2/13/2019,N/A,N/A,,,,,Richard Burr
1/24/2019,T,Purchase,"$15,000 ",RI,Telecommunications Equipment,Democrat,Sheldon Whitehouse
2/8/2019,N/A,N/A,,,,,John Boozman
1/31/2019,MPLX,Purchase,"$15,000 ",GA,Natural Gas Distribution,Republican,David Perdue
1/31/2019,T,Purchase,"$15,000 ",GA,Telecommunications Equipment,Republican,David Perdue
1/31/2019,T,Purchase,"$15,000 ",GA,Telecommunications Equipment,Republican,David Perdue
