owner,ticker,asset_type,type,amount,state,party,industry,senator
Joint,WES,Stock,Sale (Partial),"$15,000 ",GA,Republican,Natural Gas Distribution,David Perdue
Joint,ANDX,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,WES,Stock,Sale (Partial),"$15,000 ",GA,Republican,Natural Gas Distribution,David Perdue
Joint,AXTA,Stock,Purchase,"$15,000 ",GA,Republican,Paints/Coatings,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,DISCA,Stock,Sale (Partial),"$50,000 ",GA,Republican,Television Services,David Perdue
Joint,MU,Stock,Purchase,"$15,000 ",GA,Republican,Semiconductors,David Perdue
Joint,EQM,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,EQM,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,OKE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Oil & Gas Production,David Perdue
Joint,OKE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Oil & Gas Production,David Perdue
Joint,AAPL,Stock,Sale (Partial),"$50,000 ",GA,Republican,Computer Manufacturing,David Perdue
Joint,AXTA,Stock,Purchase,"$15,000 ",GA,Republican,Paints/Coatings,David Perdue
Spouse,KSS,Stock,Purchase,"$15,000 ",KS,Republican,Department/Specialty Retail Stores,Pat Roberts
Spouse,NOC,Stock,Purchase,"$15,000 ",KS,Republican,Industrial Machinery/Components,Pat Roberts
Spouse,NOC,Stock,Purchase,"$15,000 ",KS,Republican,Industrial Machinery/Components,Pat Roberts
Spouse,AAPL,Stock,Purchase,"$50,000 ",KS,Republican,Computer Manufacturing,Pat Roberts
Spouse,NVDA,Stock,Purchase,"$50,000 ",KS,Republican,Semiconductors,Pat Roberts
Spouse,NOC,Stock,Purchase,"$15,000 ",KS,Republican,Industrial Machinery/Components,Pat Roberts
Spouse,NFLX,Stock,Purchase,"$50,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,AAPL,Stock,Purchase,"$50,000 ",KS,Republican,Computer Manufacturing,Pat Roberts
Spouse,AMZN,Stock,Purchase,"$50,000 ",KS,Republican,Catalog/Specialty Distribution,Pat Roberts
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Blumenthal
N/A,N/A,PDF Disclosed Filing,N/A,,,,,John Boozman
Spouse,PODD,Stock,Sale (Partial),"$50,000 ",MN,Democrat,Medical/Dental Instruments,Tina Smith
Spouse,CUTR,Stock,Sale (Full),"$250,000 ",MN,Democrat,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Tina Smith
Spouse,CUTR,Stock,Sale (Full),"$15,000 ",MN,Democrat,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Tina Smith
Joint,PODD,Stock,Sale (Full),"$500,000 ",MN,Democrat,Medical/Dental Instruments,Tina Smith
Spouse,NKE,Stock,Sale (Partial),"$15,000 ",ME,Independent,Shoe Manufacturing,"Angus S. King, Jr."
Spouse,CB,Stock,Sale (Full),"$15,000 ",ME,Independent,Property-Casualty Insurers,"Angus S. King, Jr."
Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Republican,Major Banks,Mitch Mcconnell
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
Joint,BBT,Corporate Bond,Purchase,"$50,000 ",PA,Republican,,Patrick J. Toomey
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Susan M. Collins
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Gary C. Peters
Self,CAPL,Stock,Sale (Partial),"$15,000 ",PA,Republican,Oil Refining/Marketing,Patrick J. Toomey
Self,CAPL,Stock,Sale (Partial),"$15,000 ",PA,Republican,Oil Refining/Marketing,Patrick J. Toomey
Self,PG,Stock,Sale (Partial),"$50,000 ",PA,Republican,Package Goods/Cosmetics,Patrick J. Toomey
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Mark R. Warner
Spouse,GS,Stock,Purchase,"$15,000 ",RI,Democrat,Investment Bankers/Brokers/Service,Sheldon Whitehouse
Spouse,T,Stock,Purchase,"$15,000 ",RI,Democrat,Telecommunications Equipment,Sheldon Whitehouse
Spouse,BABA,Stock,Purchase,"$15,000 ",RI,Democrat,Business Services,Sheldon Whitehouse
Spouse,LRCX,Stock,Purchase,"$15,000 ",RI,Democrat,Industrial Machinery/Components,Sheldon Whitehouse
Spouse,WMT,Stock,Purchase,"$15,000 ",RI,Democrat,Department/Specialty Retail Stores,Sheldon Whitehouse
Joint,WMT,Stock,Purchase,"$50,000 ",RI,Democrat,Department/Specialty Retail Stores,Sheldon Whitehouse
Self,T,Stock,Purchase,"$15,000 ",RI,Democrat,Telecommunications Equipment,Sheldon Whitehouse
Self,BRK-B,Stock,Purchase,"$15,000 ",RI,Democrat,,Sheldon Whitehouse
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Thomas R. Carper
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,HBI,Stock,Purchase,"$15,000 ",GA,Republican,Clothing/Shoe/Accessory Stores,David Perdue
Joint,WMB,Stock,Sale (Partial),"$15,000 ",GA,Republican,Natural Gas Distribution,David Perdue
Joint,DISCA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,FEYE,Stock,Purchase,"$15,000 ",GA,Republican,Computer peripheral equipment,David Perdue
Joint,BAC,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,AXTA,Stock,Purchase,"$15,000 ",GA,Republican,Paints/Coatings,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,CZR,Stock,Purchase,"$15,000 ",GA,Republican,Hotels/Resorts,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,WPZ,Stock,Exchange,"$100,000 ",GA,Republican,,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,FEYE,Stock,Purchase,"$15,000 ",GA,Republican,Computer peripheral equipment,David Perdue
Joint,CZR,Stock,Purchase,"$15,000 ",GA,Republican,Hotels/Resorts,David Perdue
Joint,PFE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Major Pharmaceuticals,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,DISCA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,GLW,Stock,Sale (Partial),"$15,000 ",GA,Republican,Telecommunications Equipment,David Perdue
Joint,GLW,Stock,Sale (Partial),"$15,000 ",GA,Republican,Telecommunications Equipment,David Perdue
Joint,DISCA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,MOS,Stock,Sale (Partial),"$15,000 ",GA,Republican,Agricultural Chemicals,David Perdue
Joint,CZR,Stock,Purchase,"$15,000 ",GA,Republican,Hotels/Resorts,David Perdue
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Christopher A. Coons
Spouse,FB,Stock,Purchase,"$50,000 ",KS,Republican,"Computer Software: Programming, Data Processing",Pat Roberts
Joint,XOM,Stock,Purchase,"$15,000 ",KS,Republican,Integrated oil Companies,Pat Roberts
Joint,DVN,Stock,Sale (Full),"$50,000 ",KS,Republican,Oil & Gas Production,Pat Roberts
Spouse,NFLX,Stock,Purchase,"$50,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,NOC,Stock,Purchase,"$50,000 ",KS,Republican,Industrial Machinery/Components,Pat Roberts
Spouse,NVDA,Stock,Sale (Full),"$100,000 ",KS,Republican,Semiconductors,Pat Roberts
Spouse,AAPL,Stock,Sale (Full),"$100,000 ",KS,Republican,Computer Manufacturing,Pat Roberts
Spouse,AMZN,Stock,Sale (Full),"$50,000 ",KS,Republican,Catalog/Specialty Distribution,Pat Roberts
Spouse,JPM,Stock,Sale (Full),"$15,000 ",KS,Republican,Major Banks,Pat Roberts
Spouse,BA,Stock,Sale (Full),"$100,000 ",KS,Republican,Aerospace,Pat Roberts
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Blumenthal
Self,CAT,Stock,Purchase,"$100,000 ",ND,Republican,Construction/Ag Equipment/Trucks,John Hoeven
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Mike Rounds
Spouse,IIN,Stock,Sale (Partial),"$250,000 ",MN,Democrat,,Tina Smith
Self,INTU,Stock,Purchase,"$100,000 ",OK,Republican,Computer Software: Prepackaged Software,James M. Inhofe
Self,BKNG,Stock,Sale (Full),"$100,000 ",OK,Republican,Transportation Services,James M. Inhofe
Self,DHR,Stock,Purchase,"$100,000 ",OK,Republican,Industrial Machinery/Components,James M. Inhofe
Self,BAM,Stock,Sale (Partial),"$50,000 ",OK,Republican,Building operators,James M. Inhofe
Self,BFAM,Stock,Sale (Partial),"$50,000 ",OK,Republican,Other Consumer Services,James M. Inhofe
N/A,N/A,PDF Disclosed Filing,N/A,,,,,John Boozman
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Blumenthal
Spouse,ENB,Stock,Sale (Partial),"$15,000 ",WV,Republican,Natural Gas Distribution,Shelley Moore Capito
Joint,DWDP,Stock,Exchange,"$15,000 ",IL,Democrat,,Tammy Duckworth
Spouse,GILD,Stock,Sale (Full),"$15,000 ",RI,Democrat,Biotechnology: Biological Products (No Diagnostic Substances),Sheldon Whitehouse
Joint,MCHP,Stock,Sale (Partial),"$50,000 ",RI,Democrat,Semiconductors,Sheldon Whitehouse
Self,MCHP,Stock,Sale (Partial),"$50,000 ",RI,Democrat,Semiconductors,Sheldon Whitehouse
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Thomas R. Carper
Self,WTW,Stock,Purchase,"$250,000 ",ND,Republican,,John Hoeven
Self,REVB,Stock,Sale (Partial),"$50,000 ",PA,Republican,,Patrick J. Toomey
Self,GLD,Stock,Sale (Partial),"$50,000 ",PA,Republican,,Patrick J. Toomey
Joint,BOIVF,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,WPX,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,CBS,Stock,Purchase,"$50,000 ",GA,Republican,,David Perdue
Joint,AXTA,Stock,Purchase,"$15,000 ",GA,Republican,Paints/Coatings,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,KN,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,KN,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,SBUX,Stock,Sale (Full),"$50,000 ",GA,Republican,Restaurants,David Perdue
Joint,GPK,Stock,Sale (Partial),"$15,000 ",GA,Republican,Containers/Packaging,David Perdue
Joint,LYV,Stock,Sale (Partial),"$15,000 ",GA,Republican,Services-Misc. Amusement & Recreation,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,NFLX,Stock,Purchase,"$50,000 ",GA,Republican,Consumer Electronics/Video Chains,David Perdue
Joint,BOIVF,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,CDLX,Stock,Purchase,"$5,000,000 ",GA,Republican,Advertising,David Perdue
Joint,AVP,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,LYV,Stock,Sale (Partial),"$15,000 ",GA,Republican,Services-Misc. Amusement & Recreation,David Perdue
Joint,LYV,Stock,Sale (Partial),"$15,000 ",GA,Republican,Services-Misc. Amusement & Recreation,David Perdue
Joint,RF,Stock,Purchase,"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,DISCA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Self,UNFI,Stock,Sale (Full),"$15,000 ",RI,Democrat,Food Distributors,Jack Reed
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
Spouse,FB,Stock,Purchase,"$50,000 ",KS,Republican,"Computer Software: Programming, Data Processing",Pat Roberts
Spouse,NOC,Stock,Purchase,"$50,000 ",KS,Republican,Industrial Machinery/Components,Pat Roberts
Self,BAC,Stock,Sale (Full),"$15,000 ",KS,Republican,Major Banks,Pat Roberts
Spouse,TGT,Stock,Sale (Full),"$15,000 ",KS,Republican,Department/Specialty Retail Stores,Pat Roberts
Spouse,BAC,Stock,Sale (Partial),"$15,000 ",KS,Republican,Major Banks,Pat Roberts
Spouse,TGT,Stock,Purchase,"$15,000 ",KS,Republican,Department/Specialty Retail Stores,Pat Roberts
Spouse,BAC,Stock,Purchase,"$15,000 ",KS,Republican,Major Banks,Pat Roberts
N/A,N/A,PDF Disclosed Filing,N/A,,,,,James M. Inhofe
Self,CELG,Stock,Purchase,"$50,000 ",OK,Republican,,James M. Inhofe
Joint,RPM,Stock,Sale (Partial),"$15,000 ",AK,Republican,Paints/Coatings,Dan Sullivan
Joint,RPM,Stock,Sale (Partial),"$15,000 ",AK,Republican,Paints/Coatings,Dan Sullivan
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Blumenthal
N/A,N/A,PDF Disclosed Filing,N/A,,,,,John Boozman
Self,RSPP,Stock,Sale (Full),"$100,000 ",OK,Republican,,James M. Inhofe
Joint,DHR,Stock,Sale (Partial),"$15,000 ",RI,Democrat,Industrial Machinery/Components,Jack Reed
Self,REVB,Stock,Sale (Partial),"$15,000 ",PA,Republican,,Patrick J. Toomey
Self,REVB,Stock,Sale (Partial),"$50,000 ",PA,Republican,,Patrick J. Toomey
Spouse,BA,Stock,Sale (Full),"$15,000 ",WV,Republican,Aerospace,Shelley Moore Capito
Spouse,WMT,Stock,Purchase,"$15,000 ",RI,Democrat,Department/Specialty Retail Stores,Sheldon Whitehouse
Spouse,PYPL,Stock,Purchase,"$15,000 ",RI,Democrat,Business Services,Sheldon Whitehouse
Spouse,LRCX,Stock,Purchase,"$15,000 ",RI,Democrat,Industrial Machinery/Components,Sheldon Whitehouse
Spouse,GS,Stock,Purchase,"$15,000 ",RI,Democrat,Investment Bankers/Brokers/Service,Sheldon Whitehouse
Spouse,DAL,Stock,Purchase,"$15,000 ",RI,Democrat,Air Freight/Delivery Services,Sheldon Whitehouse
Spouse,C,Stock,Purchase,"$15,000 ",RI,Democrat,Major Banks,Sheldon Whitehouse
Spouse,BA,Stock,Purchase,"$15,000 ",RI,Democrat,Aerospace,Sheldon Whitehouse
Spouse,BABA,Stock,Purchase,"$15,000 ",RI,Democrat,Business Services,Sheldon Whitehouse
Joint,KHC,Stock,Purchase,"$15,000 ",RI,Democrat,Packaged Foods,Sheldon Whitehouse
Joint,BTO,Stock,Purchase,"$15,000 ",RI,Democrat,Investment Managers,Sheldon Whitehouse
Joint,T,Stock,Purchase,"$15,000 ",RI,Democrat,Telecommunications Equipment,Sheldon Whitehouse
Self,ON,Stock,Purchase,"$15,000 ",RI,Democrat,Semiconductors,Sheldon Whitehouse
Self,ST,Stock,Sale (Full),"$100,000 ",OK,Republican,Industrial Machinery/Components,James M. Inhofe
Self,LEA,Stock,Purchase,"$50,000 ",OK,Republican,Auto Parts:O.E.M.,James M. Inhofe
Self,APTV,Stock,Purchase,"$50,000 ",OK,Republican,Auto Parts:O.E.M.,James M. Inhofe
Spouse,NSRGY,Stock,Sale (Full),"$15,000 ",ME,Republican,,Susan M. Collins
Spouse,UNH,Stock,Purchase,"$15,000 ",ME,Republican,Medical Specialities,Susan M. Collins
Spouse,SLB,Stock,Sale (Full),"$15,000 ",ME,Republican,Oilfield Services/Equipment,Susan M. Collins
Spouse,PFE,Stock,Sale (Full),"$15,000 ",ME,Republican,Major Pharmaceuticals,Susan M. Collins
Spouse,PEP,Stock,Sale (Partial),"$15,000 ",ME,Republican,Beverages (Production/Distribution),Susan M. Collins
Spouse,NSRGY,Stock,Sale (Full),"$15,000 ",ME,Republican,,Susan M. Collins
Spouse,CMCSA,Stock,Sale (Full),"$15,000 ",ME,Republican,Television Services,Susan M. Collins
Spouse,UNH,Stock,Purchase,"$15,000 ",ME,Republican,Medical Specialities,Susan M. Collins
Spouse,TMO,Stock,Purchase,"$15,000 ",ME,Republican,Industrial Machinery/Components,Susan M. Collins
Spouse,MRK,Stock,Purchase,"$15,000 ",ME,Republican,Major Pharmaceuticals,Susan M. Collins
Spouse,STZ,Stock,Purchase,"$50,000 ",ME,Republican,Beverages (Production/Distribution),Susan M. Collins
Self,T,Stock,Purchase,"$100,000 ",ND,Republican,Telecommunications Equipment,John Hoeven
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
Joint,DISCA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,GM,Stock,Purchase,"$15,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,GM,Stock,Purchase,"$50,000 ",GA,Republican,Auto Manufacturing,David Perdue
Joint,MYL,Stock,Sale (Partial),"$50,000 ",GA,Republican,,David Perdue
Joint,SU,Stock,Purchase,"$50,000 ",GA,Republican,Integrated oil Companies,David Perdue
Joint,TWX,Stock,Exchange,"$15,000 ",GA,Republican,,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,MYL,Stock,Sale (Partial),"$50,000 ",GA,Republican,,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,FDC,Stock,Sale (Partial),"$50,000 ",GA,Republican,,David Perdue
Joint,CRMT,Stock,Sale (Full),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,BOIVF,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CZR,Stock,Purchase,"$15,000 ",GA,Republican,Hotels/Resorts,David Perdue
Joint,BOIVF,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,CZR,Stock,Purchase,"$15,000 ",GA,Republican,Hotels/Resorts,David Perdue
Joint,SPY,Stock,Purchase,"$50,000 ",GA,Republican,,David Perdue
Joint,BOIVF,Stock,Purchase,"$15,000 ",GA,Republican,,David Perdue
Joint,FEYE,Stock,Purchase,"$15,000 ",GA,Republican,Computer peripheral equipment,David Perdue
Joint,RF,Stock,Purchase,"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,FEYE,Stock,Purchase,"$15,000 ",GA,Republican,Computer peripheral equipment,David Perdue
Joint,FEYE,Stock,Purchase,"$15,000 ",GA,Republican,Computer peripheral equipment,David Perdue
Joint,RF,Stock,Purchase,"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,FOX,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$50,000 ",GA,Republican,Broadcasting,David Perdue
Joint,KMI,Stock,Sale (Partial),"$15,000 ",GA,Republican,Natural Gas Distribution,David Perdue
Joint,OKE,Stock,Sale (Partial),"$15,000 ",GA,Republican,Oil & Gas Production,David Perdue
Joint,BRK-B,Stock,Purchase,"$50,000 ",GA,Republican,,David Perdue
Joint,UHAL,Stock,Purchase,"$15,000 ",GA,Republican,Rental/Leasing Companies,David Perdue
Joint,LNG,Stock,Purchase,"$15,000 ",GA,Republican,Oil/Gas Transmission,David Perdue
Joint,LNG,Stock,Purchase,"$15,000 ",GA,Republican,Oil/Gas Transmission,David Perdue
Joint,RF,Stock,Purchase,"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,RF,Stock,Purchase,"$15,000 ",GA,Republican,Major Banks,David Perdue
Joint,CZR,Stock,Purchase,"$15,000 ",GA,Republican,Hotels/Resorts,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,T,Stock,Sale (Full),"$15,000 ",GA,Republican,Telecommunications Equipment,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,SBUX,Stock,Sale (Partial),"$50,000 ",GA,Republican,Restaurants,David Perdue
Joint,OKE,Stock,Exchange,"$50,000 ",GA,Republican,Oil & Gas Production,David Perdue
Joint,FOXA,Stock,Sale (Partial),"$15,000 ",GA,Republican,Broadcasting,David Perdue
Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,FDC,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,USG,Stock,Sale (Full),"$15,000 ",GA,Republican,,David Perdue
Joint,USG,Stock,Sale (Partial),"$15,000 ",GA,Republican,,David Perdue
Joint,CRMT,Stock,Sale (Partial),"$15,000 ",GA,Republican,Other Specialty Stores,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Joint,DISCA,Stock,Purchase,"$15,000 ",GA,Republican,Television Services,David Perdue
Self,SHW,Stock,Sale (Partial),"$15,000 ",MI,Democrat,RETAIL: Building Materials,Gary C. Peters
Spouse,AMZN,Stock,Purchase,"$50,000 ",KS,Republican,Catalog/Specialty Distribution,Pat Roberts
Spouse,NFLX,Stock,Purchase,"$100,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,CVX,Stock,Purchase,"$15,000 ",KS,Republican,Integrated oil Companies,Pat Roberts
Spouse,NFLX,Stock,Sale (Full),"$100,000 ",KS,Republican,Consumer Electronics/Video Chains,Pat Roberts
Spouse,AMZN,Stock,Sale (Full),"$50,000 ",KS,Republican,Catalog/Specialty Distribution,Pat Roberts
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Richard Burr
N/A,N/A,PDF Disclosed Filing,N/A,,,,,John Boozman
Self,CRSP,Stock,Sale (Partial),"$50,000 ",OK,Republican,Biotechnology: Biological Products (No Diagnostic Substances),James M. Inhofe
Self,BMY,Stock,Sale (Full),"$100,000 ",OK,Republican,Major Pharmaceuticals,James M. Inhofe
Self,CLR,Stock,Sale (Partial),"$50,000 ",OK,Republican,,James M. Inhofe
Self,MET,Stock,Purchase,"$100,000 ",ND,Republican,Life Insurance,John Hoeven
Self,CVS,Stock,Purchase,"$100,000 ",ND,Republican,Medical/Nursing Services,John Hoeven
Self,AMZN,Stock,Purchase,"$100,000 ",ND,Republican,Catalog/Specialty Distribution,John Hoeven
Spouse,WFC,Stock,Purchase,"$15,000 ",KY,Republican,Major Banks,Mitch Mcconnell
Spouse,JPM,Stock,Purchase,"$50,000 ",ME,Republican,Major Banks,Susan M. Collins
Spouse,USB,Stock,Sale (Full),"$15,000 ",ME,Republican,Major Banks,Susan M. Collins
Spouse,HOLX,Stock,Sale (Full),"$50,000 ",ME,Republican,Medical Electronics,Susan M. Collins
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Dianne Feinstein
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Pat Roberts
Spouse,TCMD,Stock,Sale (Partial),"$250,000 ",MN,Democrat,Medical/Dental Instruments,Tina Smith
Spouse,TCMD,Stock,Sale (Full),"$250,000 ",MN,Democrat,Medical/Dental Instruments,Tina Smith
Spouse,PODD,Stock,Sale (Partial),"$250,000 ",MN,Democrat,Medical/Dental Instruments,Tina Smith
Spouse,RCL,Stock,Sale (Full),"$15,000 ",WV,Republican,Marine Transportation,Shelley Moore Capito
Spouse,BNPQY,Stock,Sale (Full),"$15,000 ",WV,Republican,,Shelley Moore Capito
Self,DWDP,Stock,Purchase,"$15,000 ",WV,Republican,,Shelley Moore Capito
Self,BOX,Stock,Sale (Partial),"$15,000 ",PA,Republican,Computer Software: Prepackaged Software,Patrick J. Toomey
Self,BOX,Stock,Purchase,"$15,000 ",PA,Republican,Computer Software: Prepackaged Software,Patrick J. Toomey
Joint,C,Stock,Purchase,"$15,000 ",RI,Democrat,Major Banks,Sheldon Whitehouse
Joint,AMZN,Stock,Purchase,"$50,000 ",RI,Democrat,Catalog/Specialty Distribution,Sheldon Whitehouse
Joint,CB,Stock,Purchase,"$15,000 ",RI,Democrat,Property-Casualty Insurers,Sheldon Whitehouse
Joint,HD,Stock,Purchase,"$15,000 ",RI,Democrat,RETAIL: Building Materials,Sheldon Whitehouse
Joint,MCD,Stock,Purchase,"$15,000 ",RI,Democrat,Restaurants,Sheldon Whitehouse
Joint,F,Stock,Purchase,"$15,000 ",RI,Democrat,Auto Manufacturing,Sheldon Whitehouse
Joint,ETN,Stock,Purchase,"$15,000 ",RI,Democrat,Industrial Machinery/Components,Sheldon Whitehouse
Joint,BUD,Stock,Purchase,"$15,000 ",RI,Democrat,Beverages (Production/Distribution),Sheldon Whitehouse
Joint,ADI,Stock,Purchase,"$15,000 ",RI,Democrat,Semiconductors,Sheldon Whitehouse
Joint,IBM,Stock,Purchase,"$15,000 ",RI,Democrat,Computer Manufacturing,Sheldon Whitehouse
Self,TSLA,Stock,Purchase,"$15,000 ",RI,Democrat,Auto Manufacturing,Sheldon Whitehouse
Self,MGA,Stock,Sale (Full),"$50,000 ",RI,Democrat,Auto Parts:O.E.M.,Sheldon Whitehouse
N/A,N/A,PDF Disclosed Filing,N/A,,,,,Thomas R. Carper
Self,T,Stock,Sale (Partial),"$100,000 ",ND,Republican,Telecommunications Equipment,John Hoeven
